X,Y,W,H,flag
635,788,5,6,1
635,1108,5,5,1
635,1411,4,3,1
635,1789,6,6,1
635,2235,4,5,1
636,153,4,4,0
636,1762,3,4,0
636,2165,5,4,0
637,253,4,5,1
637,798,4,4,1
637,1120,7,5,1
637,1690,4,6,1
637,1930,8,6,1
637,2052,4,4,1
638,71,4,6,0
638,102,4,6,0
638,465,9,6,1
638,585,4,6,0
638,684,4,3,1
638,1015,4,6,1
638,1217,4,3,0
638,1569,5,5,1
638,1841,5,5,1
639,448,4,4,1
639,963,4,4,0
639,1172,5,5,1
639,1404,4,4,1
639,1644,8,4,1
640,435,8,7,1
640,536,4,4,1
640,813,4,5,0
641,214,3,3,0
641,675,3,3,1
641,1625,6,6,1
641,1678,5,5,1
641,1776,5,4,1
641,1991,3,3,1
641,2123,4,4,1
641,2148,3,3,1
641,2253,5,5,0
642,295,3,3,0
642,381,6,5,1
642,593,5,6,1
642,746,5,5,0
642,1162,5,5,0
642,1189,3,3,0
642,1730,4,7,1
642,1750,3,3,0
642,1867,4,4,0
642,1895,5,5,1
642,2271,5,5,0
643,288,4,4,0
643,731,3,4,0
643,954,3,4,1
643,1213,3,4,0
643,1355,4,6,0
643,1439,3,3,0
643,1538,3,3,1
643,1563,6,7,1
644,526,6,6,1
644,628,3,3,1
644,1127,5,5,1
644,1133,4,6,1
644,1233,3,3,0
644,1256,4,3,1
644,1409,6,5,1
644,1432,3,4,0
644,1534,3,3,1
644,1549,3,3,1
644,1611,5,5,1
644,1722,4,4,1
644,2038,5,5,0
644,2263,5,4,1
645,100,6,6,1
645,178,4,4,1
645,279,3,3,0
645,761,5,6,0
645,1486,3,3,0
645,1815,3,3,0
645,2094,3,3,0
645,2176,4,4,1
645,2296,5,4,0
646,137,3,4,1
646,341,3,3,1
646,871,4,9,1
646,1055,5,5,1
646,1145,4,4,0
646,1310,4,4,1
646,1710,3,4,1
646,1850,5,6,1
646,1917,3,3,1
646,2107,5,4,1
646,2163,4,4,0
647,997,3,4,1
647,1328,5,7,1
647,1456,4,4,1
647,1493,4,8,0
648,130,4,5,1
648,355,6,5,1
648,577,6,5,1
648,1272,4,4,1
648,1580,6,5,1
648,1635,3,3,1
648,1657,4,5,0
648,1691,5,5,1
648,1803,4,4,1
648,1860,3,3,1
648,2051,4,5,1
648,2199,8,4,1
649,150,6,5,0
649,540,4,4,1
649,831,4,4,1
649,839,3,3,1
649,1069,4,3,1
649,1228,4,4,1
649,1319,4,4,1
649,1560,4,4,1
649,1996,4,5,0
649,2010,5,3,1
650,120,3,3,1
650,206,3,3,0
650,683,3,3,1
650,1356,3,4,0
650,1385,3,3,0
650,1880,3,4,1
651,1156,4,4,1
651,1550,4,4,0
651,2256,3,3,1
652,1012,3,3,0
652,1698,8,4,1
652,1896,3,3,1
653,910,6,5,1
653,966,5,4,1
653,1853,3,3,1
653,1967,4,4,1
653,2067,5,8,1
653,2283,3,3,0
654,276,4,3,1
654,560,9,7,1
654,1171,5,6,1
654,1207,6,5,0
654,1387,5,6,1
654,1477,4,4,0
654,1596,5,4,1
654,1790,6,5,1
654,1841,10,6,1
654,1991,4,3,1
654,2269,8,9,1
655,333,7,6,1
655,699,5,4,1
655,896,3,3,0
655,1028,3,3,1
655,1317,4,4,0
655,1490,3,3,1
655,2056,5,7,1
656,16,3,3,0
656,305,5,6,1
656,977,6,6,1
656,1129,3,3,1
656,1411,4,3,0
656,1504,4,3,1
657,486,4,4,0
657,586,4,4,1
657,774,9,5,1
657,845,5,5,1
657,2022,5,6,1
657,2163,6,6,1
658,295,4,4,1
658,917,7,4,1
658,946,4,4,1
658,1095,4,5,0
658,1143,5,6,1
658,1181,5,5,0
658,1265,4,4,1
658,1352,3,4,0
658,1748,7,7,1
658,1882,3,4,1
658,2099,6,5,1
658,2137,6,5,1
659,346,6,7,1
659,498,6,6,1
659,724,5,8,1
659,830,4,3,1
659,1295,4,4,1
659,1437,6,9,1
659,1644,5,5,1
659,1723,7,4,1
659,1765,4,4,0
659,1934,4,3,1
659,2112,3,3,1
660,694,3,3,1
660,1121,3,3,1
660,1732,4,4,0
660,2280,8,9,1
661,97,5,4,0
661,1020,4,5,0
661,1042,3,3,0
661,1586,5,4,1
662,1108,3,3,0
662,1225,3,3,0
662,1392,3,4,1
662,1489,3,4,1
662,1621,5,5,1
662,1695,10,6,1
662,1813,6,5,1
662,1916,4,7,0
662,1926,4,4,1
662,2261,5,5,0
663,84,3,3,0
663,246,4,4,0
663,392,3,3,0
663,894,7,5,1
663,937,5,5,1
663,1232,3,3,1
663,1313,3,3,1
663,1543,3,3,1
663,2012,6,6,1
664,362,5,6,1
664,1598,3,4,1
664,1604,4,4,0
664,1891,3,4,1
665,534,5,5,0
665,946,5,5,1
665,1009,5,5,1
665,1253,3,3,1
665,1419,4,4,0
665,1509,5,5,1
665,2253,6,4,1
666,159,3,3,1
666,503,5,5,0
666,584,6,6,1
666,657,5,5,1
666,672,5,8,1
666,840,4,4,0
666,1092,3,4,1
666,1116,3,3,0
666,2068,4,3,1
666,2196,4,4,0
667,788,3,3,1
667,902,5,4,1
667,1101,5,5,0
667,1586,6,5,1
667,1874,4,4,1
667,2191,3,3,1
668,861,4,4,0
668,971,4,6,1
668,1537,5,5,1
668,1775,5,5,1
668,2231,3,3,0
668,2297,8,5,1
669,356,5,5,1
669,850,3,4,0
669,1479,6,5,1
669,2003,5,3,0
669,2205,10,7,1
669,2247,3,3,0
670,405,4,4,1
670,444,6,8,1
670,474,3,3,0
670,1064,3,3,0
670,1339,5,6,1
670,2181,7,6,1
671,53,3,3,0
671,742,4,3,1
671,1360,4,4,1
671,1783,3,3,0
671,1810,3,4,1
671,1837,4,4,1
671,2140,3,3,1
671,2270,4,5,1
672,62,5,5,1
672,318,4,4,1
672,489,6,5,0
672,617,3,4,0
672,957,6,4,1
672,1649,5,7,1
672,1953,5,5,1
672,2046,5,4,0
672,2127,6,5,1
673,220,5,7,1
673,291,6,7,1
673,414,4,5,1
673,771,4,3,0
673,1082,4,4,0
673,1174,3,3,0
673,1724,3,4,0
673,1915,8,4,1
674,424,7,6,1
674,667,3,3,1
674,784,7,6,1
674,827,5,5,1
674,1094,5,5,1
674,1421,4,3,1
674,1962,7,7,1
675,154,3,3,1
675,512,4,4,1
675,838,6,4,0
675,858,3,3,0
675,887,5,6,1
675,1301,6,9,1
675,2094,5,8,1
676,592,4,4,1
676,684,4,3,1
676,702,4,4,0
676,848,3,3,0
676,1002,5,5,1
676,1215,5,5,0
676,1460,3,3,0
676,1481,4,4,1
676,1976,6,4,1
676,1981,4,5,1
676,2284,7,6,0
677,71,3,4,1
677,639,3,4,1
677,1109,4,4,1
677,1160,5,5,1
677,1383,4,4,0
677,1706,3,5,0
677,1756,4,5,1
678,380,3,3,0
678,609,3,3,1
678,721,6,6,1
678,905,3,3,0
678,1453,6,5,0
678,1587,4,3,1
678,1814,3,3,0
678,1910,4,3,1
678,2116,5,9,1
678,2252,6,4,1
679,1335,6,6,1
679,1432,10,6,1
679,1519,4,5,1
679,1546,5,5,1
679,1866,4,5,0
679,2108,5,5,1
679,2175,4,4,1
680,534,6,6,1
680,546,4,4,1
680,810,5,4,1
680,941,5,5,1
680,1816,10,8,1
681,169,3,3,0
681,450,5,5,1
681,1179,9,8,1
681,1199,3,3,1
681,1248,3,3,0
681,1374,4,5,1
681,1392,7,6,1
681,1793,4,5,1
681,2021,3,4,1
681,2083,3,3,1
681,2154,6,5,1
681,2275,5,5,0
682,87,3,3,0
682,207,5,5,1
682,336,3,3,1
682,643,3,3,1
682,661,4,4,1
682,796,6,7,1
682,972,3,3,0
682,1615,4,5,1
682,1659,4,4,0
682,1700,4,4,1
682,1727,7,6,1
683,199,3,3,1
683,855,5,5,1
683,1052,4,4,0
683,1342,3,3,1
683,1409,4,4,1
683,1591,4,5,1
683,1775,4,3,0
684,693,4,4,0
684,1239,3,3,0
684,1362,4,4,1
684,1466,4,3,1
684,1646,6,5,0
685,622,4,3,0
685,1133,5,5,1
685,1512,4,5,1
685,1846,3,3,1
685,1854,6,5,1
685,2069,4,9,1
685,2194,6,5,1
685,2221,3,3,0
686,1025,5,5,1
686,1402,5,5,1
686,1834,6,6,1
686,1954,5,7,1
687,397,7,4,1
687,597,6,5,1
687,751,5,6,1
687,778,5,5,1
687,1225,4,5,1
687,1675,7,3,1
687,1922,5,5,1
687,2129,4,4,0
688,123,4,5,1
688,507,7,6,0
688,558,4,5,1
688,605,6,9,1
688,1220,4,4,1
688,1482,3,4,0
688,1979,4,4,1
688,2207,5,5,1
689,290,4,4,0
689,543,3,3,1
689,904,3,3,1
689,1106,4,4,1
689,1111,4,4,1
689,1142,8,6,1
689,1490,3,3,1
689,1905,5,4,1
689,2137,3,3,1
689,2142,4,4,0
690,1312,5,4,1
690,1590,6,6,1
690,1916,5,4,1
690,2023,6,4,1
691,729,4,4,0
691,742,4,5,1
691,819,5,5,0
691,1668,4,3,1
691,1986,5,4,1
691,2091,5,6,1
691,2105,4,4,0
691,2262,6,7,1
692,67,3,3,1
692,957,5,4,1
692,1498,5,5,1
692,1690,3,3,0
692,1739,6,6,1
692,2061,3,3,0
692,2169,3,3,0
693,202,3,3,1
693,1053,6,4,1
693,1171,4,4,1
693,1275,4,4,1
693,1355,3,4,1
693,1446,3,4,0
693,1573,5,6,1
693,1657,6,6,1
693,1856,4,4,1
693,2154,3,3,0
693,2289,3,3,1
694,142,5,6,1
694,1095,7,5,1
694,1285,3,3,1
694,1516,5,5,1
694,1622,3,3,1
694,1807,4,4,0
694,2005,4,5,1
694,2049,7,10,0
695,360,4,5,1
695,587,4,3,1
695,918,4,4,0
695,1001,4,6,1
695,1371,4,4,1
695,1606,4,5,1
695,1976,4,4,1
696,375,5,5,1
696,660,6,8,1
696,968,5,6,1
696,1378,4,4,0
696,1527,3,3,0
696,1562,3,3,1
696,1726,4,3,1
696,1878,5,5,1
697,251,4,3,0
697,772,5,7,1
697,1698,5,5,1
697,1898,5,4,1
697,2078,3,3,1
697,2100,3,3,1
697,2206,8,6,1
697,2230,7,7,1
698,10,5,6,1
698,52,3,3,1
698,305,5,4,0
698,718,4,5,1
698,792,3,3,0
698,845,4,5,1
698,1482,4,4,1
698,1545,4,3,1
698,1749,5,9,0
698,1839,3,4,1
698,1992,5,6,1
698,2072,4,4,1
698,2119,7,4,1
699,734,4,3,1
699,938,6,6,0
699,1020,3,3,0
699,1614,4,6,1
699,1774,5,5,1
699,1914,5,7,1
699,2139,3,3,1
700,167,3,3,0
700,300,4,3,1
700,1241,6,5,0
700,1499,5,5,1
700,1634,3,3,1
700,1705,4,3,1
700,2013,3,3,0
700,2045,3,3,1
700,2261,6,5,0
701,873,4,4,1
701,1317,5,7,1
701,1399,5,5,1
701,1713,4,4,1
702,1105,6,5,1
702,1356,3,4,1
702,1459,3,3,1
702,1569,4,5,0
702,1796,4,5,0
702,2106,4,5,1
702,2147,4,3,0
702,2277,4,4,1
702,2292,4,3,1
703,466,4,4,1
703,473,5,5,1
703,674,3,4,0
703,1227,6,6,1
703,1561,3,3,0
703,1743,4,3,1
703,1818,5,5,1
703,1853,6,5,1
703,2155,5,5,1
704,172,4,3,1
704,1154,4,3,0
704,1177,4,3,0
704,2239,5,5,1
704,2284,3,3,0
705,55,3,4,1
705,104,3,3,1
705,131,4,4,1
705,966,4,4,0
705,1209,4,5,1
705,1409,3,3,1
705,1954,7,6,0
705,2168,3,3,0
706,406,3,4,1
706,499,5,6,1
706,608,3,3,1
706,1002,10,6,1
706,1444,6,6,1
706,1726,3,3,0
706,2007,10,4,1
707,30,7,5,1
707,352,6,5,1
707,906,5,7,1
707,1014,3,3,1
707,1193,8,8,1
707,1486,5,5,1
707,2201,5,4,1
707,2225,3,4,1
708,331,8,7,1
708,825,4,4,0
708,2294,5,5,0
709,840,7,7,1
709,1286,4,4,0
709,1328,6,6,1
709,1642,3,4,1
709,1757,4,4,1
709,2075,4,5,1
710,634,5,4,1
710,1116,9,8,0
710,1666,7,4,1
710,1741,6,5,0
711,455,5,6,1
711,591,6,9,1
711,1055,5,3,1
711,1240,5,5,1
711,1604,3,5,1
711,1809,3,4,0
711,2103,9,5,1
711,2286,5,5,1
712,202,7,5,1
712,1161,7,8,1
712,1388,5,6,1
712,1792,4,5,0
712,1914,5,5,0
712,2276,4,5,1
713,285,3,3,0
713,658,3,3,1
713,775,3,3,0
713,900,4,3,1
713,1312,3,4,0
713,1532,3,3,0
713,1578,5,5,1
713,1698,4,4,1
713,1772,7,5,1
713,1934,5,7,1
713,1965,5,4,1
713,2152,10,6,1
714,248,4,4,1
714,545,4,4,0
714,1299,3,4,1
714,1460,6,6,1
714,1714,4,4,1
714,1763,4,3,0
714,2245,3,3,1
715,568,6,5,1
715,905,5,5,1
715,980,6,6,1
715,1097,9,5,1
715,1184,4,3,0
715,1346,5,5,1
715,1510,6,3,1
715,1899,3,4,0
715,2027,3,4,1
715,2069,4,3,1
715,2196,3,3,1
716,263,7,8,1
716,525,3,3,0
716,710,6,6,1
716,753,5,4,1
716,912,5,5,0
716,1290,3,3,1
716,1612,5,6,1
716,1639,9,5,1
716,1834,4,5,1
716,1864,5,4,1
716,1878,3,3,1
716,1887,4,3,1
716,1949,4,4,1
717,791,3,3,1
717,877,7,8,1
717,1416,4,4,1
717,1788,6,5,1
717,1846,5,5,1
717,1872,3,3,1
718,22,3,3,0
718,1064,4,3,0
718,1084,6,5,1
718,1247,6,4,1
718,1696,4,3,1
718,1974,5,6,1
718,2284,3,3,1
719,102,5,6,1
719,1146,5,4,1
719,1233,4,4,1
719,1369,6,9,1
719,1747,3,3,1
719,1916,3,3,1
719,2182,5,5,1
720,349,7,4,0
720,1046,4,3,0
720,1106,4,4,1
720,1271,3,3,0
720,1333,4,4,1
720,1429,4,4,1
720,1454,4,4,1
720,1476,8,7,0
720,1668,5,5,1
720,1678,4,4,1
720,2055,4,4,1
721,202,4,3,1
721,599,3,4,1
721,1213,3,3,0
721,1584,4,4,1
721,1624,9,5,1
721,1804,3,3,0
722,249,5,5,1
722,339,4,4,0
722,1053,3,4,1
723,160,5,4,1
723,320,5,6,0
723,432,5,5,1
723,464,4,3,0
723,740,4,4,1
723,803,4,5,1
723,1035,6,5,1
723,1730,5,5,1
723,2092,3,3,1
724,39,4,4,0
724,658,4,3,1
724,675,5,5,1
724,837,3,4,1
724,1256,4,4,1
724,1534,3,3,0
724,1554,3,3,1
724,1853,4,3,1
724,1919,6,6,1
724,2037,5,4,1
724,2128,3,4,0
725,706,4,4,1
725,900,6,7,1
725,1199,6,5,1
725,1512,4,5,1
725,1696,5,5,1
725,1814,3,3,0
725,2099,4,3,1
725,2173,5,6,1
726,261,3,3,1
726,531,4,4,1
726,604,5,3,1
726,984,3,3,0
726,997,6,6,0
726,1310,5,5,1
726,1490,3,3,0
726,1656,4,3,1
726,1743,6,5,1
726,2008,5,6,1
726,2063,3,3,1
726,2123,3,3,0
727,46,3,5,0
727,851,4,3,1
727,862,7,7,1
727,1097,4,3,1
727,1165,6,6,1
727,1337,4,5,0
727,1599,4,4,0
727,2020,5,5,1
728,77,5,5,0
728,563,5,5,1
728,971,4,4,1
728,1010,3,3,1
728,1071,4,3,1
728,1142,4,5,0
728,1192,5,5,1
728,1410,3,3,1
728,1545,4,4,0
728,1576,3,4,1
728,1706,5,4,1
728,2071,4,5,1
729,265,5,6,1
729,718,3,3,1
729,809,4,5,1
729,1326,5,4,1
729,1440,4,5,1
729,1613,5,6,1
729,1683,5,4,1
729,1867,5,6,0
729,2163,6,5,1
729,2203,4,4,1
730,24,4,4,1
730,831,4,4,1
730,842,3,3,0
730,1223,3,4,1
730,1294,5,5,1
730,1494,3,4,1
730,1995,6,6,1
730,2262,4,4,0
731,338,6,5,0
731,701,5,5,1
731,729,3,4,1
731,882,4,3,0
731,1272,4,3,1
731,1648,5,4,0
731,1959,5,4,1
731,1988,4,3,1
731,2028,5,5,1
731,2122,11,5,0
732,450,4,4,1
732,504,8,8,1
732,754,7,6,1
732,1246,3,4,0
732,1375,4,4,1
732,1699,5,5,1
733,248,6,6,1
733,603,3,3,0
733,662,6,5,1
733,1471,3,3,0
733,1735,4,4,1
733,1775,3,4,1
733,2245,5,6,1
734,92,8,7,1
734,546,4,4,0
734,929,4,5,0
734,1978,6,6,0
735,620,4,4,1
735,991,4,3,1
735,1135,6,6,1
735,1393,3,3,0
735,1405,3,4,0
735,1514,4,4,1
735,1586,6,5,1
735,1883,3,4,0
736,11,6,7,1
736,148,4,4,1
736,684,3,4,0
736,942,3,4,1
736,2074,4,4,0
737,915,4,5,1
737,1237,3,3,0
737,1499,5,5,1
737,1594,5,5,1
737,1831,5,5,1
737,1921,4,5,1
738,644,3,4,1
738,1532,7,6,1
738,1617,4,4,1
738,1768,4,3,1
738,1998,4,4,1
738,2023,5,5,1
738,2196,3,4,1
738,2270,3,3,0
739,572,3,4,0
739,973,4,5,0
739,1063,4,5,1
739,1113,6,5,1
739,1280,4,6,1
739,1462,3,3,1
739,2239,3,3,1
739,2287,5,7,1
740,1672,5,5,1
740,1782,3,3,0
740,1989,4,4,1
740,2048,3,4,1
741,416,5,5,1
741,1013,3,3,0
741,1700,4,5,0
742,328,6,6,1
742,567,6,4,1
742,941,5,4,1
742,1157,6,5,1
742,1481,6,5,1
742,1645,4,5,0
742,2011,5,6,1
742,2036,3,3,1
742,2105,5,5,0
742,2185,5,4,1
742,2225,4,3,0
743,846,7,7,1
743,1215,6,7,1
743,1328,8,7,1
743,1345,5,4,1
743,1358,4,3,1
744,120,4,4,0
744,962,8,6,1
744,1371,3,4,0
744,2002,5,5,1
745,11,3,3,0
745,369,5,8,1
745,919,4,5,1
745,1237,5,5,1
745,1305,4,6,1
745,1440,3,3,1
745,1759,3,3,0
745,1770,5,6,1
745,1829,3,4,0
745,1868,3,3,1
745,1872,5,12,1
746,233,4,4,1
746,255,4,4,0
746,462,5,6,0
746,630,5,5,1
746,642,3,3,1
746,677,7,6,1
746,1051,3,4,1
746,1393,4,5,1
746,1501,4,4,0
746,1551,6,6,1
746,1656,4,4,0
746,1725,7,7,0
746,1764,4,4,1
746,1824,3,3,1
746,2167,5,6,1
747,1027,4,3,0
747,1461,8,7,1
747,1540,6,6,1
747,1664,3,4,1
747,1715,4,4,1
747,2084,5,4,1
748,514,3,3,1
748,757,4,4,1
748,870,5,5,1
748,925,7,5,1
748,1011,4,5,1
748,1080,3,3,1
748,1175,4,4,1
748,1324,3,3,1
748,1336,5,5,1
748,1571,4,5,1
748,1705,7,4,1
748,1738,4,4,0
748,1805,3,3,0
748,2182,5,5,1
748,2258,4,5,0
749,617,3,3,1
749,663,5,5,0
749,886,4,4,1
749,1439,5,4,1
749,1960,3,3,1
749,2068,5,5,1
750,494,3,3,0
750,1114,5,4,0
750,1122,3,3,0
750,1671,5,6,1
750,1895,6,4,1
750,2039,4,5,0
751,1056,3,4,1
751,1161,6,9,0
751,1693,5,6,1
751,2116,5,5,0
751,2287,4,4,1
752,97,6,6,1
752,141,5,5,0
752,448,5,4,1
752,555,5,7,0
752,773,3,3,0
752,1185,4,4,1
752,1632,4,4,1
753,193,4,4,0
753,225,6,7,1
753,359,3,3,0
753,725,6,6,0
753,1415,5,5,0
754,640,4,4,1
754,1146,4,4,1
754,1225,5,5,1
754,1913,3,4,0
754,2169,6,7,1
755,785,3,3,1
755,1098,3,3,0
755,1106,3,3,0
755,1484,10,6,1
755,1821,6,7,1
755,1946,4,4,1
755,2023,7,6,1
756,1251,7,5,1
756,1581,6,6,0
756,1612,9,5,1
756,1712,4,3,1
756,1775,5,5,1
756,1955,4,4,1
756,2006,5,5,1
756,2061,6,7,1
756,2159,5,5,1
756,2213,6,7,0
756,2296,4,3,1
757,481,4,3,1
757,582,4,4,1
757,915,3,3,0
757,1174,4,4,1
757,1511,4,3,0
757,1519,6,4,0
757,1643,3,3,0
757,1737,5,5,0
757,1929,3,3,1
757,1991,3,4,0
757,2132,5,5,1
757,2203,5,4,1
758,514,5,6,1
758,813,4,4,0
758,1131,7,5,0
758,1462,4,5,1
758,1556,3,3,1
758,1789,6,6,1
759,462,4,4,0
759,1026,5,6,1
759,1040,4,4,1
759,1295,3,3,1
759,1540,3,3,1
759,1631,3,3,1
760,243,3,5,0
760,436,5,5,0
760,743,4,4,1
760,1530,5,4,1
761,298,5,5,1
761,344,5,5,1
761,658,6,7,1
761,1077,4,3,1
761,1197,8,6,1
762,386,4,4,1
762,628,6,5,0
762,639,4,5,1
762,684,7,6,1
762,824,3,3,0
762,854,5,5,1
762,870,4,3,1
762,904,5,5,1
762,998,4,4,0
762,1093,5,6,1
762,1686,4,4,1
762,1755,5,6,1
762,2113,9,5,1
762,2292,3,3,1
763,987,8,5,1
763,1008,5,6,0
763,1104,4,4,1
763,1226,4,4,1
763,1603,4,4,1
763,1705,5,5,1
763,1742,6,5,1
763,2230,3,3,1
764,44,5,6,1
764,1415,3,4,1
764,2168,5,6,1
764,2242,5,5,1
764,2277,4,4,0
765,422,4,3,0
765,796,5,7,0
765,933,3,3,1
765,1248,5,6,1
765,1336,5,6,0
765,1616,6,6,1
765,1722,3,3,1
765,1897,3,3,0
766,26,3,3,1
766,672,3,3,0
766,866,4,3,1
766,876,7,6,1
766,1233,5,7,0
766,1349,3,3,1
766,1648,5,9,1
766,1768,6,5,1
766,1938,3,3,0
766,2025,4,3,1
767,338,4,4,1
767,556,6,7,0
767,1116,6,5,1
767,1215,4,3,0
767,1595,5,5,1
767,1735,3,3,1
767,1858,4,4,1
767,2041,3,3,1
768,66,7,7,1
768,137,3,3,1
768,540,4,5,1
768,725,5,5,1
768,743,3,3,1
768,1080,4,4,0
768,1147,3,3,0
768,1221,4,4,0
768,1461,6,6,1
768,1628,5,4,1
768,1886,5,5,0
768,1948,3,4,0
768,2073,4,4,1
769,491,7,7,1
769,608,3,4,1
769,1037,3,4,1
769,1417,5,5,1
769,1495,3,3,0
769,2224,4,4,1
770,754,4,4,0
770,1805,4,4,1
770,2000,3,3,1
770,2130,4,4,1
770,2229,3,3,0
770,2254,4,4,1
770,2269,4,9,1
771,358,4,3,1
771,943,4,5,0
771,959,5,5,1
771,1022,6,5,1
771,1161,7,5,0
771,1368,8,6,1
771,1872,3,4,1
771,2102,4,5,1
771,2203,5,9,1
772,714,4,4,0
772,1294,4,4,0
772,1444,4,3,0
772,1577,6,5,1
773,83,4,4,1
773,108,5,5,1
773,217,4,3,0
773,633,3,5,1
773,912,5,5,1
773,922,6,8,1
773,1262,6,6,1
773,1312,5,9,0
773,2031,3,4,0
773,2116,4,5,1
774,1279,5,5,1
774,1451,5,4,1
774,1644,5,4,1
774,1652,3,3,0
774,1670,4,5,1
774,1699,8,5,1
774,1879,3,3,0
774,1898,5,4,1
775,280,8,6,1
775,697,3,4,1
775,838,6,6,1
775,1501,4,4,1
775,1551,4,5,1
776,906,4,4,1
776,1432,3,3,1
776,1566,5,4,0
776,1742,4,6,1
776,1917,5,7,1
776,1962,5,5,1
776,2044,3,3,0
776,2051,5,5,1
776,2167,3,3,0
777,535,5,5,1
777,571,4,4,1
777,671,5,7,1
777,783,3,5,0
777,1307,3,3,0
777,1482,8,6,0
777,1632,7,7,1
777,1719,4,11,0
777,1831,5,5,1
777,2023,5,5,1
777,2067,3,4,1
778,513,5,5,1
778,642,3,3,1
778,802,5,5,1
778,1077,3,4,0
778,1194,6,5,1
778,1536,3,3,1
778,1784,3,3,1
779,729,4,4,0
779,1048,4,4,0
779,1930,5,6,0
779,2101,3,4,1
779,2247,4,5,1
780,1108,4,3,1
780,1587,5,5,1
780,1603,4,5,1
780,1616,6,6,1
780,1687,4,4,0
780,2149,4,3,0
781,966,4,3,1
781,1033,6,5,1
781,1207,4,6,1
781,1659,4,4,0
781,1951,5,5,1
781,2274,9,6,1
782,125,5,5,0
782,237,4,4,1
782,417,8,4,1
782,1348,3,3,0
782,1423,4,3,0
782,1768,5,5,1
782,1795,3,4,1
782,1855,6,6,1
782,1865,4,3,1
782,2189,5,4,0
782,2283,3,3,1
783,492,4,3,1
783,813,5,5,1
783,1154,3,3,0
783,1281,3,4,1
783,1508,3,4,0
783,2130,4,4,1
784,317,8,5,1
784,1089,4,4,0
784,1341,4,3,0
784,1808,5,5,1
784,2169,7,5,1
785,333,3,3,0
785,539,3,3,0
785,1000,5,5,1
785,1456,3,3,1
785,1843,4,4,0
785,2026,5,4,1
785,2093,5,4,1
785,2253,5,5,0
786,1293,5,9,1
786,2248,3,3,1
787,1177,3,4,1
787,1596,3,3,1
788,1110,5,5,1
788,1473,4,4,1
788,1535,5,6,1
788,1797,5,5,1
788,1834,3,3,0
788,1883,7,3,1
789,115,3,4,0
789,667,5,6,1
789,886,6,5,1
789,1444,4,4,1
789,1519,5,4,0
789,1584,4,4,1
789,1702,5,6,1
789,1750,3,4,0
789,1960,4,4,1
789,2033,3,3,1
790,261,6,5,1
790,358,3,4,1
790,1223,3,3,0
790,1364,3,3,1
790,1556,3,4,1
790,1648,5,5,0
790,1894,3,3,0
790,1982,4,4,1
790,2107,6,6,1
791,582,3,3,0
791,706,5,7,1
791,738,9,5,1
791,780,3,3,1
791,903,4,3,1
791,922,6,6,1
791,1180,4,3,1
791,1454,5,5,1
791,2242,4,3,0
792,96,3,3,0
792,503,6,5,1
792,1403,6,6,1
792,1669,7,6,0
792,2074,4,3,1
792,2120,5,5,1
793,58,4,5,0
793,546,4,6,1
793,1125,5,5,1
793,1339,4,4,0
793,1597,5,5,1
793,1847,4,4,1
793,1867,3,3,0
793,1945,7,5,1
793,1971,6,6,1
793,2008,3,3,1
793,2060,5,6,1
794,1069,6,6,1
794,1099,4,4,1
794,1203,5,4,0
794,1816,5,4,1
794,1994,4,8,1
795,600,5,4,1
795,688,6,6,1
795,719,7,6,1
795,769,4,5,1
795,1158,4,4,1
795,1167,5,6,0
795,1434,5,6,1
795,2092,7,8,1
795,2262,6,7,1
796,170,4,3,0
796,515,5,5,1
796,1250,4,4,0
796,1441,3,3,1
796,1682,4,4,0
796,2080,3,4,1
797,307,5,6,1
797,436,4,5,0
797,790,5,6,1
797,1000,8,7,1
797,1080,6,7,1
797,1266,4,4,1
797,1366,6,6,1
797,1384,5,5,1
797,1464,6,5,1
797,1490,6,7,1
797,1770,4,3,0
797,1792,5,8,1
798,145,6,7,1
798,388,4,4,0
798,887,5,4,1
798,961,5,4,0
798,1581,5,5,0
798,1834,5,4,1
798,2183,7,7,1
799,191,5,5,1
799,247,3,3,0
799,634,4,4,1
799,2228,3,4,0
800,20,4,4,0
800,132,4,4,1
800,494,4,3,0
800,1514,6,6,1
800,1536,4,5,1
800,1556,4,4,0
800,1921,4,4,0
800,2029,4,4,1
801,13,3,3,1
801,780,3,3,0
801,1406,5,5,1
801,1452,5,4,1
801,1551,3,4,0
802,653,3,4,0
802,973,6,7,1
802,1019,4,4,1
802,1052,5,6,1
802,1099,4,4,1
802,1323,6,6,1
802,1349,3,3,0
802,1884,4,5,1
802,1991,3,3,1
802,2152,4,4,1
803,30,3,4,1
803,104,3,3,0
803,396,5,4,1
803,407,6,5,1
803,988,4,4,1
803,1672,4,4,0
803,1706,5,4,1
803,2140,4,5,1
804,678,7,5,1
804,1143,3,3,1
804,1207,3,3,0
804,1595,3,4,1
804,1604,3,3,0
804,1647,4,4,0
804,1730,5,5,1
804,2006,3,5,0
805,466,4,7,0
805,760,3,3,0
805,1557,3,3,0
805,1565,6,8,0
805,1613,5,3,1
805,1929,5,4,1
805,2260,5,6,1
806,344,5,5,1
806,997,3,3,1
806,1138,4,4,1
806,1380,3,3,0
806,1474,5,5,0
806,2020,3,4,1
806,2075,4,4,1
806,2178,4,5,1
807,556,5,5,1
807,877,5,5,1
807,1464,5,5,1
807,1784,3,4,1
807,1935,6,5,1
808,899,6,10,1
