X,Y,W,H,flag
536,1917,4,4,1
537,175,3,4,1
537,312,5,5,0
537,452,8,8,1
537,528,6,5,1
537,972,5,5,1
537,1103,3,3,1
537,1239,4,4,1
537,1433,7,9,0
537,1518,4,4,0
537,1648,5,6,1
537,1824,4,3,1
537,2193,7,6,1
538,267,6,5,1
538,296,4,4,1
538,603,4,3,1
538,770,3,3,1
538,807,7,6,1
538,824,8,5,0
538,900,4,4,1
538,1154,5,4,1
538,1576,4,4,1
538,1771,5,4,1
538,2182,6,5,1
539,151,8,6,0
539,319,4,4,1
539,927,3,3,0
539,1053,3,4,1
539,1763,5,6,1
539,2134,4,4,1
539,2158,4,3,0
539,2220,3,3,1
539,2237,3,3,0
540,359,3,3,1
540,390,4,4,1
540,565,3,3,1
540,1002,4,4,0
540,1030,8,4,1
540,1270,4,4,0
540,1347,6,9,1
540,1556,6,6,0
540,1590,4,4,1
541,14,4,4,0
541,731,3,4,1
541,849,3,3,0
541,988,5,4,1
541,1147,3,4,1
541,1302,5,5,1
541,1374,4,3,1
541,1725,4,5,0
541,1862,8,7,1
542,661,8,5,1
542,789,7,5,1
542,954,4,4,0
542,1532,5,4,0
542,1808,5,8,1
542,2117,3,3,1
543,5,4,5,0
543,26,5,4,1
543,539,3,3,0
543,604,4,3,1
543,694,3,3,1
543,880,3,3,1
543,963,3,3,1
543,1381,4,4,1
543,1453,3,3,1
543,1484,4,4,1
543,2068,5,5,1
543,2237,6,5,1
543,2278,4,4,1
544,627,5,5,1
544,933,3,3,1
544,1049,5,3,0
544,1364,6,5,1
544,1570,5,5,0
544,1715,5,4,1
544,1957,4,6,0
545,394,3,3,1
545,580,3,4,1
545,908,3,3,1
545,1586,4,3,1
545,1922,5,5,1
545,2257,4,4,0
546,194,5,5,1
546,210,3,3,1
546,289,6,7,1
546,365,3,3,0
546,385,4,4,0
546,1191,5,5,1
546,1223,6,10,1
546,1506,4,5,1
546,1824,3,3,1
546,2097,4,4,1
546,2293,4,3,1
547,655,3,3,1
547,753,4,5,1
547,1099,4,4,1
547,1178,6,7,1
547,1460,6,6,1
547,1474,3,4,1
547,1939,9,4,1
547,2013,7,5,1
547,2114,6,5,1
547,2137,6,6,1
548,610,5,5,1
548,798,5,4,1
548,1104,3,4,1
548,1597,6,6,0
548,1668,10,4,1
548,1992,5,5,0
548,2000,5,5,1
548,2273,3,3,1
549,5,4,4,1
549,478,5,5,1
549,508,4,4,1
549,565,3,3,0
549,712,3,3,0
549,804,3,4,1
549,1067,4,4,1
549,1147,3,3,1
549,1740,6,6,1
549,1850,6,6,1
549,2036,3,3,0
549,2122,6,6,1
549,2212,4,4,1
550,156,6,5,1
550,624,3,3,1
550,1282,5,5,1
550,1403,3,3,1
550,1687,6,5,1
550,1895,5,5,1
551,730,6,6,1
551,902,4,4,0
551,1255,6,6,1
551,1537,3,4,1
551,1761,5,5,1
552,89,3,3,1
552,408,3,3,0
552,428,4,4,1
552,581,4,4,0
552,1090,9,5,1
552,1240,3,4,1
552,1621,6,5,1
552,1639,7,4,0
552,1658,3,3,1
552,1747,3,4,1
552,1806,3,6,1
553,38,4,4,1
553,49,4,3,0
553,235,4,4,1
553,310,3,3,0
553,559,3,3,0
553,1057,3,3,0
553,1344,4,4,0
553,1495,4,4,0
553,1525,3,3,1
553,1580,3,3,1
553,1696,5,5,1
553,1772,3,3,0
553,1839,7,4,1
553,2170,3,3,1
554,502,4,4,1
554,527,4,5,0
554,740,5,6,1
554,1139,5,5,1
554,1550,10,4,1
554,1794,5,5,1
555,139,5,5,1
555,195,5,6,1
555,242,7,9,1
555,454,4,3,0
555,520,3,4,1
555,535,4,5,1
555,1000,9,6,1
555,1115,4,3,1
555,1985,3,4,1
555,2269,4,4,1
555,2297,4,4,1
556,286,3,4,0
556,493,4,4,1
556,942,4,3,1
556,1034,4,4,0
556,1102,3,4,0
556,1445,4,3,0
556,1933,7,6,1
556,2085,4,3,1
556,2205,4,4,1
557,294,4,4,0
557,418,3,4,0
557,1013,3,3,1
557,1485,4,4,1
557,1519,6,6,1
557,2040,4,4,0
558,381,6,6,0
558,645,4,5,0
558,828,3,3,1
558,1042,5,5,0
558,1905,3,3,0
558,2255,4,6,1
559,313,4,3,0
559,512,6,4,0
559,776,7,6,1
559,855,4,5,1
559,1733,5,6,1
559,1814,7,6,1
559,1830,5,5,1
559,2005,7,5,1
560,119,3,3,0
560,461,4,3,1
560,574,7,8,1
560,677,3,4,1
560,955,4,4,0
560,1170,3,3,0
560,1296,3,4,1
560,1401,8,5,1
560,1893,6,6,1
560,2155,4,3,0
561,19,8,6,1
561,263,4,3,1
561,337,3,4,1
561,547,4,4,1
561,1021,4,5,1
561,1540,5,6,1
561,1945,5,7,1
561,1971,5,5,1
561,2048,3,3,0
561,2243,4,4,1
562,425,7,9,1
562,469,5,5,1
562,541,3,3,1
562,621,4,4,1
562,631,3,3,1
562,669,3,3,1
562,694,6,6,1
562,795,6,5,0
562,818,4,5,1
562,835,3,3,1
562,933,3,3,1
562,948,7,5,1
562,966,5,4,1
562,988,4,3,1
562,1504,6,6,1
562,1569,4,4,1
562,1801,5,5,0
562,2167,5,10,1
562,2274,3,3,1
563,243,5,5,1
563,391,10,5,1
563,598,5,5,1
563,1327,4,4,1
563,1454,6,5,1
563,1529,3,3,1
563,1846,3,3,1
564,841,6,5,0
564,942,4,3,1
564,1145,3,3,0
564,1316,5,4,1
564,2130,7,7,1
564,2285,4,5,1
565,42,5,5,1
565,219,4,3,1
565,235,5,5,1
565,416,4,3,1
565,524,3,5,1
565,588,4,4,1
565,705,4,4,1
565,1613,4,3,0
566,7,4,4,1
566,224,7,6,1
566,682,3,3,1
566,1133,4,4,1
566,1170,4,4,1
566,1486,4,4,1
566,1619,4,4,1
566,2013,5,8,1
567,135,3,4,0
567,164,6,6,1
567,711,8,8,1
567,1019,4,5,1
567,1212,5,4,1
567,2142,5,5,1
568,53,3,3,0
568,739,4,4,1
568,879,3,4,1
568,955,4,4,1
568,990,4,4,0
568,1195,4,4,1
568,1468,4,4,1
568,1532,6,6,1
568,1633,6,4,0
568,1883,4,4,0
568,1935,5,5,1
568,2213,6,6,1
569,370,4,4,0
569,438,4,5,1
569,749,4,4,1
569,1047,5,5,1
569,1281,4,3,1
569,1837,3,3,1
569,2058,8,6,1
570,334,3,3,1
570,724,4,4,0
570,911,4,3,0
570,1298,6,5,1
570,1397,5,4,1
570,1413,4,5,1
570,1857,4,4,1
571,384,6,6,1
571,863,5,5,1
571,971,5,4,1
571,998,3,3,1
571,1405,5,5,1
571,1555,6,5,0
571,1696,4,4,1
571,1825,6,5,1
572,787,4,4,0
572,1012,4,4,1
572,1033,7,5,1
572,1356,5,5,1
572,1564,7,6,1
572,1589,3,3,0
572,2100,7,7,1
572,2124,4,3,1
573,32,5,5,0
573,104,4,5,1
573,301,6,4,1
573,459,6,6,1
573,468,5,5,1
573,611,4,5,1
573,800,4,3,1
573,1318,6,5,1
573,1730,4,5,0
573,1764,5,9,1
573,1977,5,8,0
574,205,4,4,0
574,428,5,5,1
574,602,3,3,0
574,696,3,5,1
574,735,3,3,1
574,1117,4,4,0
574,1186,3,3,0
574,1421,3,4,0
574,2117,7,5,1
575,69,3,3,1
575,181,6,5,1
575,541,6,5,1
575,591,5,4,1
575,1499,3,3,1
575,1610,3,5,1
575,1865,4,4,1
576,276,4,4,1
576,525,4,4,1
576,743,4,4,1
576,855,4,5,1
576,1751,9,6,1
577,78,3,3,1
577,411,6,6,1
577,642,4,4,0
577,1006,4,3,1
577,1087,7,7,1
577,1242,5,7,0
577,1253,7,6,1
577,1540,3,3,1
577,1580,8,7,0
577,1663,6,6,0
577,1716,5,5,1
577,2091,9,5,0
578,480,5,3,0
578,650,4,4,1
578,715,3,3,1
578,1167,5,6,1
578,1655,3,3,1
578,1678,3,4,1
579,3,4,3,0
579,488,3,3,1
579,750,3,3,1
579,1042,5,5,1
579,1106,5,6,1
579,1139,3,4,0
579,1409,5,6,1
579,1794,5,5,0
579,2066,5,6,1
579,2201,5,4,1
579,2242,4,3,1
580,134,4,3,0
580,989,4,4,0
580,1014,3,4,1
580,1443,10,5,0
580,1509,4,3,1
580,1527,9,6,1
580,1603,7,3,1
580,2166,5,4,1
581,54,3,3,1
581,60,3,3,1
581,157,3,3,1
581,402,4,4,1
581,625,4,5,0
581,726,3,4,1
581,861,4,4,1
581,912,6,8,0
581,1019,3,6,1
581,1363,3,3,0
581,1419,3,3,1
581,1545,6,7,1
581,1840,3,3,0
581,2076,3,4,0
582,331,5,5,1
582,632,4,4,0
582,672,7,4,1
582,681,3,3,1
582,768,4,4,1
582,1076,5,6,1
582,1209,5,5,1
582,1771,4,4,1
582,1815,4,4,1
582,1882,3,3,1
582,2057,5,5,1
582,2130,6,4,1
582,2223,5,5,0
582,2253,4,4,0
583,256,3,3,1
583,323,4,4,1
583,468,3,3,0
583,1336,5,5,1
583,1563,5,5,1
583,1832,3,3,1
583,1853,5,5,0
583,1955,7,7,1
584,389,5,5,0
584,572,5,4,0
584,710,6,5,1
584,892,4,4,0
584,1190,4,3,1
584,1201,3,3,0
584,1823,3,3,1
584,2109,3,3,1
584,2149,5,5,1
585,430,6,6,1
585,541,6,9,1
585,612,5,6,1
585,883,4,4,1
585,943,4,4,0
585,963,6,6,1
585,1981,5,5,0
585,1992,4,6,0
585,2023,5,4,0
585,2116,4,4,1
586,266,6,4,0
586,979,3,4,0
586,1328,4,5,1
586,1680,5,5,0
586,1875,5,4,1
586,1887,7,5,1
586,1939,3,3,0
587,104,5,5,1
587,229,3,4,1
587,863,4,4,1
587,1496,3,6,0
587,1620,9,6,1
587,1665,3,3,0
587,2269,4,4,0
588,26,8,6,1
588,51,4,4,1
588,121,5,9,1
588,302,4,6,1
588,354,3,4,0
588,1138,5,4,1
588,1516,4,3,0
588,1689,5,4,1
588,1703,6,6,1
588,2080,7,7,1
589,1039,3,3,1
590,180,4,3,1
590,382,5,5,1
590,558,3,3,1
590,749,4,4,1
590,1291,5,4,1
590,1970,5,5,1
591,215,6,6,1
591,800,6,8,1
591,955,3,3,0
591,995,3,3,0
591,1221,6,5,0
591,2169,5,5,1
592,457,5,4,1
592,818,5,4,1
592,842,5,5,1
592,983,8,6,1
592,1005,5,6,1
592,1081,5,5,0
592,1254,3,3,1
592,1548,3,3,1
592,1802,4,8,0
592,2074,3,3,0
592,2111,5,5,1
592,2145,6,5,0
592,2213,5,4,0
593,139,8,5,1
593,287,4,5,1
593,337,7,7,1
593,436,3,3,1
593,759,4,4,1
593,1184,3,3,1
593,1391,3,3,0
593,1407,8,5,1
593,1523,4,4,1
593,1948,6,5,1
593,2132,4,3,0
594,72,3,3,1
594,193,5,4,1
594,571,3,3,0
594,590,4,4,1
594,642,4,4,0
594,695,5,5,1
594,877,5,3,0
594,929,4,4,0
594,1138,6,11,1
594,1285,6,5,1
594,1381,6,4,1
594,1419,3,3,1
594,1467,5,5,1
594,1838,6,5,0
594,1887,3,3,0
594,2039,4,4,1
594,2202,5,4,1
595,17,3,3,1
595,279,3,3,0
595,324,5,9,1
595,542,4,4,1
595,854,6,5,1
595,912,6,6,1
595,969,5,5,1
595,1593,4,5,1
595,1694,5,6,1
595,2031,4,5,1
595,2184,5,5,1
596,617,3,4,1
596,663,8,9,1
596,740,3,3,1
596,776,4,4,1
596,1243,7,6,1
596,1728,4,4,1
596,1876,3,3,1
596,1968,5,5,1
596,1990,5,6,1
596,2005,4,4,1
596,2249,7,6,1
597,48,4,5,0
597,551,5,5,1
597,1191,4,5,1
597,1231,5,4,1
597,1332,3,3,0
597,1531,3,3,1
597,1905,4,3,1
597,1933,5,6,1
597,2021,6,5,1
597,2270,7,6,1
598,165,9,6,1
598,184,4,4,0
598,940,6,6,1
598,1126,5,4,1
598,1294,6,7,1
598,1429,3,3,0
598,2094,6,7,1
599,40,4,3,1
599,431,6,7,1
599,654,4,4,1
599,901,5,5,0
599,1108,6,8,1
599,1209,7,4,0
599,1357,4,5,1
599,1796,5,6,1
599,1922,5,4,1
600,569,6,5,1
600,997,3,4,0
600,1058,3,3,1
600,1255,3,4,0
600,1314,6,5,1
600,1507,6,7,1
600,1558,7,7,1
600,2239,5,3,1
601,257,5,5,1
601,464,4,4,1
601,623,4,6,1
601,687,4,5,0
601,831,4,3,1
601,1027,5,5,1
601,1720,6,6,1
601,1811,5,6,1
601,1886,3,3,1
601,2007,4,3,0
601,2051,7,7,1
601,2085,6,5,1
602,277,4,4,0
602,328,4,5,1
602,382,4,4,1
602,1085,4,4,1
602,1350,3,3,0
602,1541,5,5,1
602,1753,5,5,1
603,78,5,4,1
603,83,5,7,1
603,294,4,4,1
603,370,4,5,1
603,679,3,4,1
603,1173,11,5,0
603,1182,6,5,1
603,1590,6,6,1
603,1702,5,5,1
603,1730,6,6,1
603,1777,5,5,1
603,1911,5,5,0
603,1963,4,4,1
603,2195,4,4,1
604,62,5,5,1
604,480,7,7,1
604,498,4,4,0
604,878,4,7,1
604,1522,8,5,1
604,1630,3,3,1
604,1946,3,3,1
605,203,4,4,1
605,340,3,4,1
605,351,5,5,1
605,446,5,4,1
605,506,4,3,1
605,916,4,3,1
605,1580,9,8,0
605,1673,3,3,1
605,1922,5,7,0
606,121,4,5,1
606,137,3,3,1
606,361,6,5,1
606,547,6,8,1
606,724,4,4,0
606,829,6,6,1
606,868,5,5,1
606,1060,4,7,1
606,1149,4,4,1
606,1246,5,5,1
606,1254,3,3,0
606,1501,6,5,1
606,1613,9,7,1
606,1830,3,3,0
606,2127,4,4,1
606,2238,6,6,1
607,145,4,6,1
607,701,6,5,1
607,805,4,4,1
607,862,5,4,1
607,981,4,4,1
607,1260,3,3,1
607,1396,6,9,1
607,1424,5,5,1
607,1603,3,3,0
607,2071,5,5,0
608,742,4,4,0
608,755,8,4,0
608,941,3,3,0
608,1441,5,3,0
608,1969,5,4,0
609,567,4,5,1
609,580,5,5,0
609,594,4,4,1
609,882,3,3,0
609,1128,3,3,0
609,1479,5,6,1
609,1841,3,4,1
609,1894,4,4,1
609,1977,3,3,1
609,2143,7,4,0
610,303,3,4,0
610,409,6,5,1
610,629,3,3,0
610,950,3,3,1
610,999,5,5,1
610,1223,4,4,1
610,1306,4,3,0
610,1387,5,4,1
610,1769,3,3,1
610,1851,4,4,1
610,2220,3,3,0
611,39,3,4,1
611,273,8,6,1
611,425,5,5,1
611,617,3,4,1
611,904,3,3,0
611,1042,5,5,1
611,1272,5,6,1
611,1419,3,3,1
611,1447,5,5,1
611,2163,3,3,0
611,2267,6,5,0
612,177,4,4,1
612,388,3,3,1
612,651,4,4,1
612,770,4,3,1
612,1091,4,3,1
612,1116,5,5,1
612,1251,4,4,1
612,1329,5,7,1
612,1431,4,4,1
612,1631,6,6,0
612,1681,4,4,1
612,1876,3,4,0
612,2012,3,3,1
612,2131,5,4,1
613,7,5,6,0
613,109,5,4,0
613,510,6,5,1
613,989,5,4,1
613,1211,6,6,1
613,1959,6,5,1
613,2213,5,4,1
613,2253,3,3,0
614,85,9,5,1
614,472,4,4,0
614,957,4,4,1
614,1297,4,5,1
614,1313,6,5,1
614,2116,6,8,1
615,334,7,7,1
615,451,4,4,1
615,528,3,3,1
615,540,5,5,1
615,974,6,5,1
615,1287,5,5,1
615,1494,3,4,1
616,659,3,3,1
616,686,3,3,1
616,788,3,3,1
616,1166,4,5,1
616,1464,5,4,1
616,1597,4,4,1
616,1752,6,5,1
616,1774,6,6,1
616,1807,4,3,1
616,1906,5,5,1
616,2048,3,3,0
616,2286,6,5,1
617,250,4,4,0
617,443,5,5,1
617,613,5,5,1
617,664,4,3,1
617,1574,6,7,1
617,1927,5,4,1
617,1990,3,3,1
617,2170,3,3,0
618,18,4,4,1
618,480,4,4,0
618,563,4,4,1
618,580,5,4,1
618,690,7,5,1
618,710,4,5,1
618,1133,6,5,1
618,1410,7,6,1
618,1483,5,6,1
618,1563,5,4,1
618,1822,4,4,0
618,1997,5,6,1
618,2164,4,3,0
618,2200,4,4,1
619,258,5,6,1
619,520,5,4,0
619,1073,4,3,1
619,1890,10,5,1
619,2025,3,3,1
619,2155,5,4,1
619,2207,3,3,0
620,42,4,4,0
620,672,7,4,1
620,1003,3,3,1
620,1088,4,4,1
620,1094,6,6,1
620,1376,5,5,1
620,1704,4,4,1
620,1845,4,5,1
620,2008,6,5,1
620,2127,5,4,1
621,56,8,5,1
621,134,4,5,1
621,348,5,5,1
621,1722,4,7,1
621,2089,5,4,0
621,2104,6,6,1
621,2173,5,5,1
622,127,9,6,1
622,1179,6,5,1
622,1356,4,3,0
622,1383,4,4,1
623,863,5,7,1
623,1424,4,4,0
623,1943,5,6,0
624,100,3,3,0
624,573,6,6,1
624,603,4,4,1
624,778,4,3,1
624,1073,8,4,1
624,1631,4,5,1
624,2138,3,5,1
625,112,3,3,0
625,225,3,3,1
625,499,4,4,1
625,531,5,8,1
625,894,9,7,1
625,1122,5,9,1
625,1441,4,4,1
625,2064,4,4,1
626,87,5,6,1
626,214,5,5,1
626,702,6,6,1
626,748,5,4,1
626,1545,7,5,1
626,1577,5,5,1
626,1692,4,3,0
626,1898,3,3,1
626,2287,6,6,1
627,734,4,3,0
627,811,6,6,1
627,966,4,4,1
627,1090,4,3,1
627,1368,5,5,0
627,1706,6,5,1
627,1828,6,5,1
627,2022,4,4,1
627,2209,3,4,1
627,2267,5,5,1
628,486,3,3,0
628,566,5,5,1
628,694,5,5,1
628,1029,3,3,0
628,1141,5,5,1
628,1166,6,5,1
628,1436,3,3,0
628,1501,4,3,0
628,1615,4,5,1
629,78,7,3,1
629,120,3,4,1
629,428,7,5,1
629,610,3,3,0
629,846,4,8,1
629,1008,5,5,1
629,1097,4,4,1
629,1492,4,3,1
629,1842,5,5,1
629,1977,3,4,1
629,2034,7,6,1
629,2093,3,3,0
629,2160,4,3,0
630,385,3,4,1
630,789,7,6,1
630,839,4,4,0
630,1109,4,4,1
630,1678,3,3,0
631,230,3,3,1
631,615,4,6,1
631,760,4,5,1
631,1045,6,6,0
631,1190,7,6,1
631,1262,3,4,1
631,1631,4,4,1
631,1644,4,4,0
631,1663,5,5,1
631,1741,7,6,1
631,1857,6,5,1
631,1922,3,3,0
631,2120,5,5,0
632,8,5,9,1
632,213,4,4,1
632,283,5,6,1
632,369,3,4,1
632,412,4,4,1
632,548,4,6,1
632,1701,5,4,1
632,2193,3,3,1
633,64,5,5,0
633,292,4,4,1
633,515,4,4,0
633,645,3,3,1
633,924,6,5,0
633,1286,5,4,1
633,1502,4,5,1
633,1719,4,3,0
634,447,4,4,1
634,587,4,3,0
634,717,7,5,1
634,782,4,4,1
634,1492,4,4,1
634,1685,3,3,0
634,1761,7,7,1
634,2110,6,6,1
634,2182,6,5,1
635,180,3,3,1
635,524,6,5,1
635,839,6,5,1
635,960,4,4,0
635,1156,3,3,0
635,2081,3,3,0
636,201,6,6,1
636,726,3,3,1
636,1232,4,5,1
636,1373,4,4,1
636,1481,9,6,1
636,1728,3,4,0
637,45,4,5,1
637,241,6,6,1
637,305,3,4,1
637,349,3,3,0
637,502,3,3,1
637,683,5,5,1
637,1211,3,4,1
637,2238,3,3,1
637,2243,5,6,1
638,337,7,6,1
638,427,7,7,1
638,1012,3,7,1
638,1084,3,3,1
638,1130,4,3,1
638,1505,5,6,1
638,1546,4,4,1
638,1629,5,6,1
638,1934,6,5,1
638,1979,5,5,1
639,108,3,3,0
639,169,5,4,1
639,396,4,3,0
639,1038,4,4,0
639,1093,6,6,1
639,1395,4,5,1
639,1566,3,3,1
639,1621,3,3,0
639,1639,4,3,1
639,1795,4,3,0
639,2038,4,3,1
639,2055,5,5,1
640,82,4,3,0
640,324,3,3,1
640,370,4,3,0
640,600,4,4,1
640,646,3,3,0
640,2106,5,4,0
640,2150,5,5,1
640,2203,3,3,0
641,461,5,4,1
641,495,6,6,1
641,733,3,4,0
641,851,5,5,1
641,1059,3,3,0
641,1196,5,6,1
641,1840,5,5,1
641,1914,5,4,1
642,286,4,4,0
642,313,7,5,1
642,417,4,4,1
642,798,3,7,1
642,1214,6,5,1
642,1337,5,5,0
642,1355,3,3,1
642,1442,3,3,1
642,1465,11,4,1
642,2125,5,5,1
642,2254,7,5,1
642,2262,3,3,1
642,2285,4,4,1
643,91,6,7,1
643,189,5,12,1
643,256,5,4,1
643,406,6,6,1
643,579,6,6,0
643,1656,5,3,1
643,1674,6,6,1
643,1923,4,4,1
644,453,6,5,1
644,620,5,5,1
644,825,3,3,1
644,900,5,5,0
644,989,4,10,0
644,1006,4,4,1
644,1276,5,5,1
644,1298,5,4,1
644,1374,6,6,0
644,1556,5,4,1
644,1647,4,4,1
644,1898,3,4,1
644,1971,5,6,1
644,2096,4,4,1
644,2168,3,4,1
645,62,4,5,1
645,473,6,5,1
645,760,8,6,1
645,936,3,3,1
645,1148,4,5,1
645,1729,4,4,1
645,1985,5,5,1
646,3,6,5,1
646,30,6,9,1
646,180,4,4,1
646,238,4,4,1
646,588,5,5,1
646,725,3,4,1
646,1029,8,7,1
646,1154,3,4,1
646,1566,5,5,1
646,1594,12,5,1
646,1948,6,6,0
647,396,3,3,1
647,513,4,4,1
647,706,7,6,1
647,1089,3,3,0
647,1546,4,4,1
647,2031,5,4,0
648,534,4,4,0
648,555,4,4,1
648,632,4,4,1
648,773,3,3,0
648,777,5,6,0
648,887,4,4,1
648,1126,6,5,1
648,1141,5,4,0
648,1201,4,4,1
648,1716,6,6,1
648,1736,3,3,1
648,1813,5,5,1
648,1831,5,5,1
649,361,5,5,1
649,645,4,4,1
649,715,4,3,1
649,875,6,7,1
649,1492,4,4,1
649,1540,3,3,0
649,1576,3,3,0
649,1767,6,4,1
649,1876,9,6,1
650,83,4,4,1
650,433,4,3,1
650,438,8,4,1
650,1048,3,3,0
650,1444,3,3,1
650,1691,6,6,1
650,1804,3,3,1
650,1915,5,5,0
651,151,3,3,0
651,425,3,3,0
651,653,7,8,1
651,1112,5,8,1
651,1286,6,4,1
651,1366,5,6,1
651,1388,6,4,0
651,1518,5,5,0
651,1625,4,6,1
651,1758,6,5,1
651,1791,5,4,0
651,2133,3,3,1
652,57,4,5,1
652,95,6,8,1
652,401,5,5,1
652,604,4,6,1
652,786,5,5,1
652,951,5,5,1
652,1000,3,3,1
652,1436,5,5,1
652,1553,5,7,1
652,2067,6,5,1
653,40,5,5,1
653,111,4,5,1
653,1059,4,5,1
653,1074,3,3,0
653,1357,3,3,1
653,1650,5,5,1
654,1189,3,4,0
654,1254,4,3,0
654,1508,3,4,1
654,1999,6,5,1
654,2209,3,3,1
654,2238,3,3,1
655,356,5,4,1
655,910,5,5,1
655,1299,3,3,1
655,1325,5,5,1
655,2081,3,3,0
655,2295,4,4,0
656,344,4,5,1
656,664,3,3,0
656,922,6,5,1
656,1244,4,5,0
656,1445,4,3,1
657,226,5,4,1
657,253,4,5,1
657,308,6,6,0
657,461,3,3,0
657,847,3,4,1
657,888,6,6,1
657,969,5,5,1
657,1121,3,3,0
657,1347,6,7,0
657,1819,7,6,0
657,2049,5,6,1
657,2093,3,5,1
657,2179,3,3,0
658,686,5,5,1
658,694,3,3,0
658,1133,4,4,0
658,1182,3,3,0
658,1216,6,5,1
658,1260,5,4,1
658,1672,7,6,1
658,1903,5,5,1
658,1952,4,5,0
659,152,4,4,1
659,180,3,3,1
659,412,3,4,1
659,576,3,3,0
659,612,5,5,1
659,681,3,3,0
659,1018,3,4,1
659,1416,5,7,1
659,1471,5,4,0
659,1573,4,3,0
659,1710,3,3,0
659,1807,5,4,0
659,1846,3,3,1
660,89,4,7,1
660,392,4,4,1
660,438,4,3,1
660,726,4,4,1
660,789,3,3,0
660,1036,4,5,1
660,1679,4,5,1
660,1696,5,5,0
660,1924,5,4,0
660,1987,12,7,0
660,2081,5,5,0
660,2185,3,4,1
660,2225,5,4,1
660,2243,3,3,1
661,63,3,4,0
661,117,3,4,1
661,126,4,5,1
661,215,6,6,1
661,336,5,5,1
661,959,3,4,1
661,1492,3,3,0
661,2153,4,3,0
662,267,3,3,0
662,282,7,5,1
662,347,4,4,0
662,524,5,5,1
662,1093,4,4,1
662,1881,4,4,1
663,82,3,3,0
663,108,4,5,1
663,191,6,10,1
663,1027,4,4,0
663,1055,6,5,1
663,1641,5,6,0
663,1938,3,3,0
664,454,3,5,1
664,673,5,4,0
664,984,4,5,1
664,1013,3,4,0
664,1066,5,5,1
664,1171,4,4,0
664,1364,6,5,1
664,1436,4,3,1
664,1452,3,3,0
664,1509,3,4,1
664,1609,3,3,1
664,1653,4,5,1
664,1974,5,4,1
664,2022,5,4,1
665,176,4,3,0
665,501,3,4,1
665,642,5,5,1
665,990,3,3,1
665,1328,3,3,1
665,1426,4,4,1
665,1534,4,7,1
665,2056,4,3,1
665,2065,3,4,1
666,98,4,4,1
666,158,5,5,1
666,367,5,5,1
666,433,4,4,1
666,621,5,5,1
666,656,5,5,1
666,688,3,3,1
666,913,4,8,1
666,1047,4,4,1
666,1086,6,5,1
666,1186,4,3,1
666,1380,6,5,1
666,1529,4,4,0
666,1872,3,3,1
666,1913,5,4,1
666,2192,5,7,1
667,184,3,3,1
667,485,4,4,1
667,779,4,4,1
667,834,8,7,0
667,874,4,6,1
667,926,4,3,1
667,1276,3,3,0
667,1400,3,3,0
667,1963,5,5,1
667,2178,4,3,0
667,2262,5,4,1
668,245,6,5,1
668,444,4,4,1
668,591,4,4,1
668,1032,5,5,1
668,1126,3,3,0
668,1548,5,6,1
668,1725,4,4,1
668,1938,4,4,0
668,2084,3,3,0
668,2171,3,3,0
668,2296,3,3,0
669,51,5,7,1
669,208,4,5,1
669,464,3,3,0
669,722,3,3,1
669,898,4,4,1
669,1618,9,5,1
670,60,4,4,0
670,200,4,5,0
670,414,4,4,1
670,1100,3,4,0
670,1180,3,3,1
670,1253,4,5,0
670,1288,7,5,0
671,98,3,4,1
671,223,5,4,1
671,376,5,5,0
671,1441,5,6,0
671,1605,4,7,1
671,1743,5,7,1
672,2063,3,3,1
672,2275,3,3,0
673,141,4,4,0
673,281,5,6,1
673,559,4,4,1
673,766,4,4,1
673,806,6,4,1
673,1333,4,4,1
673,1355,5,4,1
673,1562,6,6,1
673,1719,5,7,1
673,2229,5,5,1
674,7,4,4,1
674,117,3,4,0
674,335,5,5,1
674,388,4,5,0
674,484,5,5,1
674,511,5,5,1
674,1138,5,11,1
674,1233,5,5,1
674,1341,3,4,1
674,1471,6,6,1
674,1575,3,3,0
674,1733,5,4,1
674,1915,5,4,0
675,788,5,6,1
675,1062,3,4,1
675,1069,4,5,1
675,1131,3,4,1
675,1200,8,8,1
675,1453,6,5,1
675,1582,3,4,0
675,1674,3,4,1
675,1794,3,3,1
675,1949,3,3,0
675,2100,4,4,1
675,2150,6,6,1
676,235,3,4,1
676,262,5,7,1
676,474,4,4,0
676,592,4,4,1
676,635,4,4,1
676,661,7,9,0
676,781,4,4,1
676,891,5,4,1
676,957,3,3,1
676,1110,5,5,1
676,1490,5,5,1
676,2172,6,5,1
677,90,5,6,1
677,160,4,4,0
677,211,5,5,0
677,910,6,5,1
677,1405,4,4,1
677,1928,4,4,0
677,1990,4,4,1
678,57,4,3,0
678,79,8,6,0
678,442,4,4,1
678,1040,8,5,1
678,1314,7,6,1
678,1645,6,8,1
678,1747,3,3,1
678,2261,5,4,1
679,176,5,5,0
679,369,5,6,1
679,436,3,3,1
679,533,3,3,0
679,739,4,4,1
679,844,4,3,0
679,1225,7,6,1
679,2113,3,3,1
679,2246,4,3,0
680,456,6,6,1
680,623,3,3,0
680,873,4,4,1
680,1766,5,5,1
680,1893,4,4,1
680,1941,5,5,1
681,414,4,4,1
681,1914,7,4,1
681,2040,4,4,0
681,2055,3,3,1
681,2210,5,4,1
681,2275,6,5,0
682,495,6,6,1
682,923,3,3,0
682,985,3,3,0
